Artist and Title,Streams,Daily
Bazzi - Paradise,"549,368,430","138,668"
Bring Me The Horizon - Can You Feel My Heart,"549,347,518","335,143"
Anuel AA - Hasta Que Dios Diga,"549,295,289","513,687"
Rae Sremmurd - No Type,"549,140,647","143,714"
Lil Wayne - Love Me,"548,983,644","744,673"
Post Malone - Stay,"548,896,514","215,229"
ScHoolboy Q - Collard Greens,"548,881,841","264,380"
J Balvin - No Es Justo,"548,814,712","137,779"
Muse - Uprising,"548,673,448","246,349"
Duke Dumont - Ocean Drive,"548,412,733","285,672"
Queen - I Want To Break Free,"548,155,932","272,961"
Lorde - Green Light,"547,718,888","161,653"
Led Zeppelin - Whole Lotta Love,"547,549,398","255,472"
Cardi B - Money,"546,621,862","134,700"
King Princess - 1950,"546,583,675","98,754"
Fitz and The Tantrums - Out of My League,"546,404,441","422,717"
Mac Miller - Weekend,"546,237,652","275,942"
Chris Brown - Ayo,"546,069,953","154,883"
Lynyrd Skynyrd - Free Bird,"545,920,965","412,121"
UB40 - Red Red Wine,"545,680,338","295,212"
Natasha Bedingfield - Unwritten,"545,655,039","350,428"
Drake - Portland,"545,626,061","150,423"
Alan Walker - Darkside,"545,495,651","188,135"
Drake - Take Care,"545,472,934","279,432"
Lana Del Rey - Born To Die,"544,810,553","537,710"
Paul Simon - You Can Call Me Al,"544,570,453","282,715"
Marc Anthony - Vivir Mi Vida,"544,396,346","264,324"
Los Enanitos Verdes - Lamento Boliviano,"544,186,992","488,769"
Zara Larsson - Ruin My Life,"544,132,550","99,584"
Stealers Wheel - Stuck In The Middle With You,"544,125,976","429,319"
Taylor Swift - ...Ready For It?,"544,078,243","566,977"
Harry Styles - Sweet Creature,"544,004,239","193,650"
Gwen Stefani - Hollaback Girl,"543,387,271","294,425"
21 Savage - X,"542,906,272","153,507"
OneRepublic - Secrets,"542,791,243","263,240"
Metro Boomin - 10 Freaky Girls,"542,590,222","335,935"
Becky G - Cuando Te BesÃ©,"542,574,273","171,092"
The Rolling Stones - Start Me Up,"542,561,377","382,936"
Yusuf / Cat Stevens - Wild World,"542,552,578","348,110"
Drake - Headlines,"542,540,296","453,954"
Dexys Midnight Runners - Come On Eileen,"542,174,594","297,988"
THE ANXIETY - Meet Me At Our Spot,"541,954,404","248,387"
Colbie Caillat - Bubbly,"541,646,267","275,077"
The Killers - When You Were Young,"541,359,956","314,946"
Drake - Best I Ever Had,"541,139,165","391,237"
The Beatles - Yesterday,"540,786,528","340,219"
Kendrick Lamar - King Kunta,"540,519,537","204,914"
Tom Walker - Leave a Light On,"540,301,286","239,052"
The Kooks - Naive,"540,223,752","285,087"
Meghan Trainor - NO,"540,006,243","310,090"
Eagles - Take It Easy,"539,131,063","460,113"
Katy Perry - Chained To The Rhythm,"538,705,307","107,965"
Eyedress - Jealous,"538,402,587","774,860"
Billie Eilish - No Time To Die,"538,206,148","270,788"
Joji - Sanctuary,"538,019,504","318,988"
Linkin Park - One Step Closer,"537,961,311","485,696"
Miguel - Sky Walker,"537,952,400","157,926"
Meghan Trainor - Made You Look,"537,377,686","731,169"
50 Cent - 21 Questions,"537,276,947","450,218"
BeyoncÃ© - Irreplaceable,"537,256,220","269,113"
P!nk - So What,"537,230,464","315,806"
Ozuna - Una Locura,"536,852,375","212,049"
Dolly Parton - Jolene,"536,499,372","306,786"
BeyoncÃ© - 7/11,"536,427,427","119,617"
Playboi Carti - Sky,"536,153,632","670,573"
Nio Garcia - AM Remix,"536,141,022","165,842"
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)","535,801,919","332,431"
Lil Baby - Freestyle,"535,776,191","678,782"
MÃ¶tley CrÃ¼e - Kickstart My Heart,"535,715,201","397,718"
Auli'i Cravalho - How Far I'll Go,"535,130,887","291,114"
Rauw Alejandro - Reloj,"535,052,917","183,393"
Katy Perry - Unconditionally,"535,039,165","353,303"
$uicideboy$ - Kill Yourself (Part III),"534,367,154","374,989"
Mitski - Washing Machine Heart,"534,016,651","594,045"
Shawn Mendes - Wonder,"533,875,587","239,624"
MÃ - Final Song,"533,312,540","60,269"
Jet - Are You Gonna Be My Girl,"533,170,404","313,834"
Kygo - Born To Be Yours,"533,001,552","138,546"
Billie Eilish - watch,"532,944,340","434,644"
Paulo Londra - Nena MaldiciÃ³n,"532,814,524","293,270"
Sebastian Yatra - Tacones Rojos,"532,806,333","436,017"
Ava Max - So Am I,"532,716,761","192,152"
"ROSALÃA - Yo x Ti, Tu x Mi","532,536,131","186,164"
Taylor Swift - Lavender Haze,"532,418,836","804,491"
"Beach Weather - Sex, Drugs, Etc.","532,410,523","1,004,203"
Mike Posner - Cooler Than Me,"532,331,541","347,575"
Daft Punk - One More Time,"531,967,177","282,844"
Alejandro FernÃ¡ndez - Me DediquÃ© a Perderte,"531,938,482","318,236"
Selena Gomez - Kill Em With Kindness,"531,926,392","79,097"
Lady Gaga - Born This Way,"531,181,448","312,975"
Doja Cat - Get Into It (Yuh),"531,032,759","345,335"
Ozuna - Baila Baila Baila,"531,019,516","146,519"
David Kushner - Daylight,"530,930,436","2,921,369"
MGMT - Little Dark Age,"530,376,116","471,196"
Depeche Mode - Enjoy the Silence,"530,352,808","429,013"
Maluma - Sobrio,"530,060,980","254,210"
Iggy Azalea - Black Widow,"529,293,924","150,711"
Morgan Wallen - Last Night,"529,170,166","2,014,143"
Ed Sheeran - Sing,"529,148,239","103,379"
JENNIE - SOLO,"528,945,102","317,282"
The Strokes - Last Nite,"528,666,472","303,725"
Christian Nodal - AdiÃ³s Amor,"528,541,542","256,140"
Lana Del Rey - Doin' Time,"528,354,463","698,254"
One Direction - History,"528,260,957","171,967"
The Beatles - Hey Jude,"528,244,924","194,559"
Natalia Lafourcade - Hasta la RaÃ­z,"528,049,093","422,872"
The Rolling Stones - Gimme Shelter,"528,043,564","303,458"
Echosmith - Cool Kids,"527,821,541","153,927"
BLACKPINK - Ice Cream,"527,750,744","227,288"
Olivia Rodrigo - brutal,"527,086,697","537,054"
BeyoncÃ© - If I Were a Boy,"526,285,345","211,384"
Sech - Otro Trago,"526,268,047","118,915"
Daniel Powter - Bad Day,"526,252,035","218,609"
Bacilos - Caraluna,"526,113,490","415,639"
Nicky Jam - Te RobarÃ©,"526,032,401","94,740"
Drake - Marvins Room,"525,878,500","291,824"
Loren Allred - Never Enough,"525,740,438","166,399"
Pink Floyd - Comfortably Numb,"525,505,784","263,141"
AronChupa - I'm an Albatraoz,"525,462,060","162,486"
J Balvin - Safari,"525,187,143","134,522"
The Cinematic Orchestra - To Build A Home,"525,077,347","265,820"
Chase Atlantic - Swim,"524,880,469","561,613"
Marshmello - Alone,"524,879,402","124,437"
Adele - Love In The Dark,"524,869,197","845,136"
Snoop Dogg - Drop It Like It's Hot,"524,745,043","278,764"
Pop Smoke - Hello,"524,698,627","242,590"
Scorpions - Rock You Like a Hurricane,"524,638,570","317,169"
Oliver Tree - Miss You,"524,512,592","572,861"
Ski Mask The Slump God - Faucet Failure,"524,385,669","185,469"
Marc SeguÃ­ - Tiroteo,"524,349,847","563,086"
Europe - The Final Countdown,"524,317,838","322,396"
Zedd - Clarity,"524,195,044","239,551"
The Script - The Man Who Can't Be Moved,"524,187,140","309,563"
Aretha Franklin - Respect,"524,083,420","313,944"
Nirvana - Lithium,"524,053,877","309,076"
Mora - LA INOCENTE,"523,541,268","1,034,524"
Sia - Thunderclouds,"523,324,868","130,765"
Baby Keem - ORANGE SODA,"523,159,587","601,640"
Pop Smoke - The Woo,"522,891,349","157,410"
Logic - Everyday,"522,840,408","75,897"
Manuel Turizo - La Nota,"522,705,840","177,651"
The Who - Baba O'Riley,"522,521,550","294,832"
The All-American Rejects - Gives You Hell,"522,384,934","230,307"
Bryan Adams - (Everything I Do) I Do It For You,"522,376,257","268,804"
One Direction - You & I,"522,170,648","241,194"
Central Cee - Doja,"522,136,264","873,270"
Nick Jonas - Close,"521,960,052","96,914"
Phil Collins - You Can't Hurry Love,"521,939,337","339,157"
Lil Skies - Lust,"521,883,667","148,659"
The Chainsmokers - Who Do You Love,"521,575,375","98,962"
Jeremy Zucker - you were good to me,"521,516,922","166,362"
JosÃ© Feliciano - Feliz Navidad,"521,329,253","38,294"
Aretha Franklin - I Say a Little Prayer,"521,247,854","277,388"
Kygo - Stargazing,"521,224,747","63,742"
YNW Melly - Suicidal,"521,062,589","204,256"
Halsey - You should be sad,"521,041,880","136,308"
Piso 21 - Pa' Olvidarme De Ella,"520,268,954","243,918"
BTS - Euphoria,"520,040,189","261,581"
Lil Nas X - HOLIDAY,"519,667,460","137,868"
Camilo - Vida de Rico,"519,598,374","204,239"
Owl City - Good Time,"519,200,111","311,547"
Charlie Puth - Light Switch,"518,991,113","377,605"
Dove Cameron - Boyfriend,"518,612,647","466,193"
BLACKPINK - Shut Down,"518,574,282","676,594"
BeyoncÃ© - Run the World (Girls),"518,364,621","184,266"
DJ Luian - Verte Ir,"518,049,570","136,507"
NF - Lie,"517,822,930","245,350"
The Temper Trap - Sweet Disposition,"517,729,942","284,650"
"John Denver - Take Me Home, Country Roads","517,722,025","220,524"
Gucci Mane - I Get the Bag,"517,460,348","129,576"
Britney Spears - Gimme More,"517,417,732","471,006"
TV Girl - Lovers Rock,"517,360,458","1,067,387"
"Daya - Sit Still, Look Pretty","517,251,821","165,101"
Alan Walker - All Falls Down,"516,483,739","94,752"
Gwen Stefani - The Sweet Escape,"516,237,904","394,350"
Green Day - 21 Guns,"515,949,187","275,698"
Dean Lewis - Waves,"515,863,631","206,153"
Doja Cat - Ain't Shit,"515,800,742","399,873"
Majestic - Rasputin,"515,717,832","293,687"
Rick Springfield - Jessie's Girl,"515,671,133","293,744"
Ozuna - Solita,"515,533,691","175,047"
Daft Punk - Instant Crush,"515,110,283","232,948"
Linkin Park - Faint,"515,105,091","526,155"
Sheppard - Geronimo,"514,867,534","228,094"
BTS - Blood Sweat & Tears,"514,808,573","151,718"
Rex Orange County - Sunflower,"514,767,848","166,893"
Juice WRLD - Righteous,"514,756,289","142,907"
Travis Scott - CAN'T SAY,"514,718,002","326,843"
The Rolling Stones - Sympathy For The Devil,"514,559,319","261,942"
Yot Club - YKWIM?,"514,406,610","487,746"
Eminem - My Name Is,"514,310,894","268,176"
Dayglow - Can I Call You Tonight?,"513,994,129","276,570"
Saweetie - Best Friend,"513,983,650","249,281"
Nicky Jam - Hasta el Amanecer,"513,786,864","182,693"
Demi Lovato - Confident,"513,724,374","170,363"
J. Cole - G.O.M.D,"513,568,309","165,990"
The Weeknd - Wicked Games,"513,554,498","254,121"
Drake - Forever,"513,451,275","281,925"
Dua Lipa - Blow Your Mind (Mwah),"513,270,116","133,607"
ZZ Top - La Grange,"513,174,984","307,845"
Mac DeMarco - My Kind of Woman,"512,974,480","481,800"
Breaking Benjamin - The Diary of Jane,"512,842,526","266,589"
The Vamps - Somebody To You,"512,769,604","302,769"
"Alan Walker - Alone, Pt. II","512,640,788","341,931"
BLACKPINK - As If It's Your Last,"512,537,687","320,266"
DJ Snake - Turn Down for What,"512,351,071","121,407"
Rita Ora - Anywhere,"512,103,190","74,158"
Oliver Tree - Life Goes On,"511,902,750","236,794"
Sebastian Yatra - Un AÃ±o,"511,841,734","218,211"
League of Legends - Legends Never Die,"511,686,017","263,588"
Michael Jackson - Thriller,"511,414,536","269,280"
Cher - Believe,"511,347,534","342,004"
Commodores - Easy,"511,162,804","316,740"
Nicki Minaj - Only,"510,819,012","196,905"
John Mayer - Your Body Is a Wonderland,"510,752,660","169,994"
Morat - Cuando Nadie Ve,"510,486,262","403,490"
Mac Miller - The Spins,"510,114,743","627,400"
One Direction - Best Song Ever,"509,910,722","271,444"
The Cranberries - Linger,"509,797,905","358,512"
Manu Chao - Me Gustas Tu,"509,754,029","738,484"
Jeremih - Don't Tell 'Em,"509,717,020","174,485"
Russ - What They Want,"509,591,121","234,333"
Danny Ocean - Dembow,"509,450,974","243,099"
Kehlani - Nights Like This,"509,413,530","253,008"
Akon - Lonely,"509,185,622","514,990"
Hugh Jackman - The Greatest Show,"509,090,629","141,359"
Marshmello - One Thing Right,"508,866,101","141,775"
Jimin - Like Crazy,"508,582,168","2,800,120"
Natanael Cano - AMG,"508,570,913","1,039,910"
Zach Bryan - Something in the Orange,"508,335,710","1,452,268"
Tame Impala - Borderline,"508,213,230","557,523"
Simon & Garfunkel - Mrs. Robinson,"508,169,768","259,034"
Trippie Redd - Taking A Walk,"508,163,288","259,802"
Roddy Ricch - High Fashion,"508,096,480","114,712"
The Smashing Pumpkins - 1979,"508,077,133","339,009"
J. Cole - Power Trip,"508,009,053","349,971"
John Travolta - You're The One That I Want,"507,926,760","423,589"
John Mayer - Free Fallin',"507,644,318","140,587"
Aventura - Ella Y Yo,"507,527,101","487,936"
The Pussycat Dolls - Don't Cha,"507,002,441","293,852"
David Guetta - Where Them Girls At,"506,910,093","301,075"
Slipknot - Psychosocial,"506,838,087","326,020"
Martin Garrix - Ocean,"506,627,379","98,326"
Bryan Adams - Heaven,"506,614,228","358,289"
Simon & Garfunkel - The Sound of Silence,"506,494,992","245,193"
Mariah Carey - We Belong Together,"506,395,363","368,654"
Ed Sheeran - Lego House,"506,146,181","176,507"
Morgan Wallen - Wasted On You,"506,064,239","780,202"
Black Eyed Peas - MAMACITA,"505,885,287","102,171"
XXXTENTACION - Carry On,"505,773,451","143,062"
Flo Rida - Right Round,"505,581,784","358,206"
Fergie - Big Girls Don't Cry (Personal),"505,394,639","252,096"
U2 - One,"505,236,151","254,533"
Julia Michaels - Heaven,"504,702,516","177,760"
B.o.B - Nothin' on You,"504,607,045","373,218"
Wheatus - Teenage Dirtbag,"504,547,443","392,360"
Steve Aoki - Just Hold On,"504,383,947","48,004"
Roxette - It Must Have Been Love,"504,127,448","371,969"
Nelly - Ride Wit Me,"504,125,987","305,462"
Nelly Furtado - Maneater,"503,841,596","583,366"
Summer Walker - Girls Need Love,"503,788,887","454,192"
Brett Young - In Case You Didn't Know,"503,738,196","200,519"
2Pac - All Eyez On Me,"503,666,747","350,536"
Rauw Alejandro - LOKERA,"503,571,529","604,210"
Lil Baby - Pure Cocaine,"503,393,575","594,660"
Lorde - Ribs,"503,238,841","343,324"
PUBLIC - Make You Mine,"503,234,695","194,079"
Jessie J - Flashlight,"503,003,235","160,018"
Maroon 5 - Sunday Morning,"502,797,329","274,929"
Justin Bieber - Company,"502,647,426","398,882"
Justin Timberlake - Cry Me a River,"502,501,799","253,538"
Jack Johnson - Banana Pancakes,"502,351,750","212,152"
Drake - Way 2 Sexy,"502,245,309","279,948"
Rita Ora - Let You Love Me,"502,239,509","98,300"
Feid - Normal,"502,117,928","952,627"
Ed Sheeran - Give Me Love,"501,158,818","115,830"
System Of A Down - B.Y.O.B.,"501,035,277","305,386"
Radiohead - No Surprises,"500,860,716","615,207"
Dolly Parton - 9 to 5,"500,837,579","337,859"
OneRepublic - Lose Somebody,"500,540,226","141,166"
Ozuna - SÃ­guelo Bailando,"500,409,098","159,062"
YOASOBI - å¤ã«é§ãã,"500,277,969","350,499"
One Direction - They Don't Know About Us,"499,613,051","185,364"
Daryl Hall & John Oates - Rich Girl,"499,434,589","454,186"
Kendrick Lamar - PRIDE.,"499,410,958","629,587"
"Shakira - Whenever, Wherever","498,804,910","430,140"
Chase Atlantic - Friends,"498,791,124","512,840"
Buffalo Springfield - For What It's Worth,"498,729,479","456,263"
Rupert Holmes - Escape (The Pina Colada Song),"498,713,107","311,812"
Chris Brown - Loyal,"498,680,423","180,189"
Bad Bunny - La Corriente,"498,321,714","427,262"
Taylor Swift - Bad Blood,"498,143,477","662,673"
Lizzo - Juice,"498,052,294","137,100"
Demi Lovato - Stone Cold,"497,800,292","100,727"
Adele - Chasing Pavements,"497,724,054","395,985"
Black Eyed Peas - GIRL LIKE ME,"496,652,117","166,901"
Hombres G - DevuÃ©lveme a mi chica,"496,564,798","433,853"
Gorillaz - On Melancholy Hill,"496,352,906","278,513"
Lana Del Rey - Brooklyn Baby,"496,351,802","589,400"
Incubus - Drive,"496,244,861","308,345"
Ozuna - Dile Que Tu Me Quieres,"496,198,202","226,808"
Florence + The Machine - You've Got The Love,"495,909,561","350,913"
Lil Uzi Vert - Just Wanna Rock,"495,869,860","771,398"
Nick Jonas - Jealous,"495,867,657","260,229"
Lifehouse - You And Me,"495,376,253","224,390"
Ziv Zaifman - A Million Dreams,"495,284,708","164,637"
Zedd - Happy Now,"495,281,644","68,546"
Foo Fighters - Learn to Fly,"494,995,252","338,884"
KAROL G - EL MAKINON,"494,894,889","238,746"
Astrid S - Hurts So Good,"494,743,709","244,403"
The Offspring - Self Esteem,"494,365,398","455,292"
Morat - Besos En Guerra,"494,017,041","305,031"
Avenged Sevenfold - Hail to the King,"493,727,875","254,924"
Lana Del Rey - West Coast,"493,346,318","857,873"
Shania Twain - Man! I Feel Like A Woman!,"493,136,485","314,782"
2Pac - Hit 'Em Up,"492,765,224","508,542"
Carrie Underwood - Before He Cheats,"492,701,516","427,723"
DJ Khaled - GREECE,"492,631,109","247,062"
Queen - Radio Ga Ga,"492,541,188","245,174"
Daddy Yankee - La Rompe Corazones,"492,351,657","116,978"
Eagle-Eye Cherry - Save Tonight,"492,232,143","275,874"
Ed Maverick - Fuentes de Ortiz,"492,076,521","312,346"
Wolfine - Bella,"491,870,021","130,525"
Camila Cabello - Crying in the Club,"491,804,532","97,462"
NF - The Search,"491,163,532","340,400"
James Hype - Ferrari,"491,078,884","581,962"
Kordhell - Murder In My Mind,"491,057,999","859,660"
Metallica - One (Remastered),"491,057,379","332,283"
T.I. - Live Your Life,"490,803,175","217,009"
Selena Gomez - Bad Liar,"490,706,016","83,332"
Little Mix - Woman Like Me,"490,407,316","83,039"
Taylor Swift - Love Story (Taylorâs Version),"490,244,234","1,015,134"
SHAED - Trampoline,"489,781,931","167,530"
Amy Winehouse - Valerie,"489,731,388","204,126"
Labrinth - Mount Everest,"489,519,830","488,757"
Rauw Alejandro - 2/Catorce,"489,389,094","199,179"
Lil Wayne - A Milli,"489,085,033","288,616"
Lykke Li - I Follow Rivers,"488,869,599","275,287"
NLE Choppa - Walk Em Down,"488,860,177","308,782"
U2 - Beautiful Day,"488,755,406","274,564"
Ozuna - Caramelo,"488,728,780","91,344"
Blue Ãyster Cult - (Don't Fear) The Reaper,"488,204,660","236,898"
Harry Styles - Kiwi,"488,002,373","212,312"
Rauw Alejandro - El Efecto,"487,895,513","328,868"
Diddy - I'll Be Missing You,"487,435,934","356,295"
Morgan Wallen - Chasin' You,"487,409,121","511,842"
Chris Isaak - Wicked Game,"487,293,457","455,670"
Luke Bryan - Play It Again,"487,062,472","230,455"
Soulja Boy - Crank That (Soulja Boy),"486,949,508","256,091"
Billie Eilish - listen before i go,"486,947,644","243,207"
Kelly Clarkson - Underneath the Tree,"486,668,743","52,471"
"Earth, Wind & Fire - Let's Groove","486,499,144","258,202"
Dwayne Johnson - You're Welcome,"486,285,318","255,656"
Lil Skies - Nowadays,"486,146,988","65,403"
Bishop Briggs - River,"486,045,517","205,303"
Taylor Swift - Paper Rings,"485,951,643","760,953"
Pearl Jam - Even Flow,"485,939,211","333,728"
Thirty Seconds To Mars - The Kill,"485,891,867","335,773"
Chance the Rapper - No Problem,"485,474,154","66,198"
The Weeknd - In The Night,"485,432,647","283,994"
Peso Pluma - PRC,"485,370,111","996,655"
"Fall Out Boy - Dance, Dance","485,094,265","345,725"
AminÃ© - REEL IT IN,"485,003,309","207,319"
Meghan Trainor - Dear Future Husband,"484,944,155","224,894"
Selena Gomez - The Heart Wants What It Wants,"484,739,792","227,157"
Logic - Homicide,"484,724,031","175,070"
NewJeans - OMG,"484,680,549","925,289"
A$AP Rocky - L$D,"484,664,869","147,158"
Louis Armstrong - What A Wonderful World,"484,339,052","314,087"
Cutting Crew - (I Just) Died In Your Arms,"483,745,375","366,996"
Kygo - Happy Now,"483,612,671","80,311"
Calvin Harris - Under Control,"483,108,103","232,616"
BLACKPINK - Lovesick Girls,"483,035,016","305,042"
"Tyler, The Creator - NEW MAGIC WAND","482,768,687","459,602"
Lauren Daigle - You Say,"482,765,513","228,323"
Christina Perri - Jar of Hearts,"482,382,462","175,234"
Rihanna - Rude Boy,"482,114,669","377,533"
Band Aid - Do They Know It's Christmas?,"482,093,847","12,268"
Avril Lavigne - Sk8er Boi,"482,088,282","287,017"
Rauw Alejandro - CÃºrame,"481,873,469","367,701"
Sebastian Yatra - No Hay Nadie MÃ¡s,"481,867,875","239,275"
Adele - Oh My God,"481,867,704","393,239"
Britney Spears - Womanizer,"481,856,692","281,437"
Drake - The Motto,"481,785,054","259,206"
Pia Mia - Do It Again,"481,364,992","142,455"
Taylor Swift - Karma,"480,548,005","1,488,608"
Kanye West - Homecoming,"480,444,617","609,217"
The Doobie Brothers - Listen to the Music,"480,386,862","320,520"
Starship - We Built This City,"480,368,876","263,981"
Billie Eilish - my boy,"480,307,187","151,585"
Sia - Genius,"480,075,942","361,877"
Post Malone - Hollywood's Bleeding,"479,918,900","293,617"
*NSYNC - Bye Bye Bye,"479,830,416","239,706"
Justin Bieber - Eenie Meenie,"479,824,600","377,697"
CÃ©line Dion - My Heart Will Go On,"479,496,125","222,304"
The Killers - Human,"479,362,347","237,038"
Limp Bizkit - Break Stuff,"479,230,238","517,673"
BROCKHAMPTON - SUGAR,"478,915,013","108,815"
Playboi Carti - wokeuplikethis*,"478,862,796","174,802"
David Guetta - This One's for You,"478,774,513","73,008"
Jessie J - Price Tag,"478,687,841","348,101"
XXXTENTACION - I Don't Wanna Do This Anymore,"478,413,887","255,927"
Arctic Monkeys - Arabella,"478,295,293","298,536"
Steppenwolf - Born To Be Wild,"478,195,568","287,268"
David Guetta - Play Hard,"478,063,767","261,645"
Jonas Brothers - Only Human,"477,760,621","179,637"
Pitbull - Fireball,"477,553,955","269,297"
Cardi B - Please Me,"477,504,769","260,833"
Niall Horan - Too Much To Ask,"477,379,807","83,132"
The Paper Kites - Bloom,"477,318,125","338,986"
Sasha Alex Sloan - Dancing With Your Ghost,"477,252,923","365,635"
Michael BublÃ© - Holly Jolly Christmas,"477,199,880","40,890"
Justin Timberlake - Rock Your Body,"477,058,153","485,570"
The Beach Boys - Wouldn't It Be Nice,"476,870,640","246,244"
Ramz - Barking,"476,811,198","141,868"
Piso 21 - Me Llamas,"476,782,773","137,542"
Taylor Swift - Midnight Rain,"476,458,411","758,717"
Rema - Calm Down,"476,391,994","587,809"
Don Henley - The Boys Of Summer,"476,361,872","321,208"
Bad Bunny - DespuÃ©s de la Playa,"476,313,738","298,940"
Twenty One Pilots - Tear in My Heart,"476,118,223","266,644"
Pearl Jam - Alive,"476,088,371","234,250"
Kesha - Praying,"475,836,179","97,790"
Taylor Swift - Gorgeous,"475,673,589","565,351"
SZA - Snooze,"475,649,347","1,877,905"
Ariana Grande - pov,"475,557,278","225,594"
Rammstein - Du hast,"475,494,678","323,341"
21 Savage - Runnin,"475,439,049","644,054"
BLACKPINK - BOOMBAYAH,"475,401,059","248,281"
Crowded House - Don't Dream It's Over,"475,080,295","382,476"
Trippie Redd - 1400 / 999 Freestyle,"474,454,836","184,788"
Muse - Supermassive Black Hole,"474,355,136","321,566"
Post Malone - Feeling Whitney,"474,073,941","203,794"
Unknown - Forever Young,"474,001,972",
Justin Timberlake - Say Something,"473,988,423","117,631"
Timmy Trumpet - Freaks,"473,833,922","212,141"
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,"473,762,160","17,498"
Ricky Montgomery - Line Without a Hook,"473,652,725","307,131"
James Arthur - Falling Like The Stars,"473,581,613","160,862"
"All Time Low - Dear Maria, Count Me In","473,579,194","250,797"
Christmas Hits - Frank Sinatra,"473,359,124","9,231"
Dan + Shay - Speechless,"473,342,411","161,288"
OneRepublic - Run,"473,185,525","347,752"
Bad Bunny - Una Vez,"473,073,490","394,665"
Dua Lipa - We're Good,"472,914,171","187,529"
Ellie Goulding - On My Mind,"472,744,374","83,455"
Deep Purple - Smoke On The Water,"472,301,900","240,616"
Guns N' Roses - Don't Cry (Original),"472,187,540","363,659"
New West - Those Eyes,"471,718,324","1,216,104"
DJ Snake - You Know You Like It,"471,717,172","144,287"
Luis Miguel - La Incondicional,"471,558,525","369,699"
Kanye West - All Falls Down,"471,433,909","583,808"
Jonas Brothers - What A Man Gotta Do,"471,390,807","170,272"
Rels B - A MÃ­,"471,342,525","605,913"
Jarabe De Palo - La flaca,"471,337,205","306,391"
"Lauv - fuck, i'm lonely","471,108,107","77,339"
50 Cent - Just A Lil Bit,"471,040,666","382,625"
Armin van Buuren - Blah Blah Blah,"470,978,987","187,629"
Jack Harlow - Tyler Herro,"470,914,702","342,884"
Tory Lanez - The Color Violet,"470,587,160","1,199,790"
FISHER - Losing It,"470,279,954","232,827"
Daryl Hall & John Oates - Maneater,"470,259,902","408,139"
Calboy - Envy Me,"470,177,464","97,454"
Rex Orange County - Loving Is Easy,"470,174,478","132,128"
Famous Dex - JAPAN,"470,039,103","77,594"
Drake - Donât Matter To Me,"470,035,953","109,116"
Starship - Nothing's Gonna Stop Us Now,"469,769,539","396,354"
Al Green - Let's Stay Together,"469,573,076","258,324"
Mumford & Sons - The Cave,"469,331,587","200,058"
SZA - Broken Clocks,"469,215,340","438,307"
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),"469,107,263","449,427"
Camila Cabello - Liar,"468,868,144","83,120"
Nickelback - Rockstar,"468,702,640","249,383"
Kanye West - I Wonder,"468,371,882","928,243"
Kane Brown - What Ifs,"468,287,436","165,690"
La Oreja de Van Gogh - Rosas,"468,036,746","570,622"
Taylor Swift - Getaway Car,"468,030,148","904,231"
Taylor Swift - Wildest Dreams (Taylor's Version),"467,981,807","797,060"
XXXTENTACION - NUMB,"467,859,685","153,612"
The Cardigans - Lovefool,"467,737,730","474,814"
2Pac - Changes,"467,665,097","270,207"
Childish Gambino - Me and Your Mama,"467,604,575","483,463"
Alexander 23 - IDK You Yet,"467,338,570","215,722"
Billie Eilish - COPYCAT,"466,632,120","156,482"
Super Yei - La Forma en Que Me Miras,"466,285,621","285,828"
Juice WRLD - Black & White,"466,222,334","155,046"
Camilo - Favorito,"466,002,262","92,653"
Reik - Amigos Con Derechos,"465,863,070","153,469"
GoldLink - Crew,"465,758,964","325,299"
NLE Choppa - Camelot,"465,522,231","215,360"
Linkin Park - Bleed It Out,"465,253,720","381,748"
Kanye West - Runaway,"465,089,991","397,391"
IAmChino - Ay Mi Dios,"464,892,504","96,952"
Alexandra Stan - Mr. Saxobeat,"464,673,973","333,148"
Michael Sembello - Maniac,"464,499,240","327,161"
Billie Eilish - my strange addiction,"464,078,677","163,730"
Nelly Furtado - Say It Right,"463,724,046","573,845"
Lil Wayne - Mirror,"463,438,530","233,292"
2 Chainz - It's A Vibe,"463,404,338","76,036"
Arctic Monkeys - Snap Out Of It,"463,373,109","415,164"
Ayo & Teo - Rolex,"463,337,684","137,757"
Ava Max - My Head & My Heart,"463,306,659","240,949"
HVME - Goosebumps,"463,271,173","150,349"
Twenty One Pilots - Chlorine,"463,001,514","179,925"
Dave - Location,"462,978,800","358,419"
MARINA - Bubblegum Bitch,"462,905,132","328,955"
G-Eazy - I Mean It,"462,427,121","113,056"
Metallica - The Unforgiven (Remastered),"462,261,056","250,625"
J Balvin - Ginza,"462,062,974","184,768"
Ashnikko - Daisy,"462,058,657","192,879"
John Lennon - Happy Xmas (War Is Over),"462,039,048","40,530"
J Balvin - Morado,"462,024,840","88,608"
Nate Dogg - Regulate,"461,973,056","237,106"
Warren G - Regulate,"461,973,056","237,106"
Nacho - BÃ¡ilame,"461,838,080","123,982"
Lil Tecca - Love Me,"461,779,932","286,147"
Hotel Ugly - Shut up My Moms Calling,"461,733,385","1,281,425"
Trippie Redd - Miss The Rage,"461,656,390","291,502"
