Streams,Daily,Artist,Title,age_grp
443141950,283769,Run�??D.M.C. , Walk This Way,0-18
443107065,277347,The Strokes , Reptilia,61+
443049835,279249,Mobb Deep ," Shook Ones, Pt. II",46-60
443019726,213330,Carolina Gaitán , La Gaita - We Don't Talk About Bruno,31-45
442962071,311844,The Righteous Brothers , Unchained Melody,0-18
442738530,206751,David Bowie , Heroes,31-45
442504133,239148,Kanye West , All Mine,19-30
442314999,174847,Juice WRLD , Empty,19-30
442129069,298542,Gym Class Heroes , Cupid's Chokehold / Breakfast in America,61+
442084540,330037,Sean Paul , Get Busy,46-60
441899304,181479,YNW Melly , 223's,31-45
441802388,309655,Joel Corry , OUT OUT,46-60
441570334,101103,Khalid , Coaster,31-45
441422038,773494,NewJeans , Ditto,19-30
441186305,109577,Omarion , Post to Be,31-45
441015917,2518916,Bad Bunny , WHERE SHE GOES,31-45
440975564,416549,Gabry Ponte , Thunder,46-60
440892572,257380,Shania Twain , You're Still The One,0-18
440863755,178698,Joel Corry , BED,61+
440800448,134717,Russ ," Psycho, Pt. 2",0-18
440793877,383938,Jesse & Joy , Dueles,61+
440623628,398410,Daniel Caesar , Japanese Denim,61+
440591090,223150,Spin Doctors , Two Princes,19-30
440449268,202457,Third Eye Blind , Semi-Charmed Life,31-45
440438825,421517,Danny Ocean , Fuera del mercado,46-60
440255879,278894,Slipknot , Before I Forget,0-18
440079352,286239,Eminem , Shake That,0-18
440036109,1213597,Libianca , People,19-30
439909329,427886,Luke Combs , She Got the Best of Me,19-30
439336881,276877,Shakira , Can't Remember to Forget You,61+
439143236,375009,Diplo , Heartless,61+
439013895,174555,21 Savage , No Heart,19-30
438337950,212972,J Balvin , In Da Getto,19-30
438201214,304881,Eminem , Sing For The Moment,61+
438180593,117115,The Weeknd , Take My Breath,61+
438151773,413555,Ingratax , París,61+
438012143,257507,Sum 41 , In Too Deep,0-18
438007765,198414,The Weeknd , Acquainted,19-30
437997684,274083,Daddy Yankee , Limbo,46-60
437932643,86793,Ed Sheeran , Kiss Me,19-30
437889969,236027,The Notorious B.I.G. , Mo Money Mo Problems,61+
437561444,170056,Billie Eilish , Six Feet Under,46-60
437517113,169567,John Mayer , Slow Dancing in a Burning Room,0-18
437447219,554438,Grupo Frontera , NO SE VA,31-45
437364807,524171,Taylor Swift , the 1,19-30
437258550,184594,BTS , Spring Day,0-18
437002390,264999,Pop Smoke , Got It On Me,0-18
436957633,191884,Lil Peep , beamer boy,46-60
436901433,278124,Jessie J , Domino,61+
436768727,627181,Adele , Skyfall,0-18
436567953,267659,Dire Straits , Money For Nothing,61+
436380433,43830,Cheat Codes , Let Me Hold You (Turn Me On),61+
436317214,88338,Young Thug , Relationship,19-30
436235489,111454,Bad Bunny , NI BIEN NI MAL,0-18
436095840,327266,The Human League , Don't You Want Me,61+
435912738,292715,Radiohead , Karma Police,31-45
435818185,132060,OneRepublic , Wherever I Go,61+
435747597,194649,Meghan Trainor , Me Too,46-60
435671542,201766,Stromae , Papaoutai,19-30
435593934,76035,Jason Derulo , Wiggle,61+
434734833,412197,System Of A Down , Lonely Day,0-18
434719362,254974,Reik , Ya Me Enteré,46-60
434689283,177834,Hozier , Cherry Wine,19-30
434510518,1550240,Junior H , El Azul,61+
434396883,606403,Fujii Kaze , Shinunoga E-Wa,31-45
434326658,335893,Black Eyed Peas , Meet Me Halfway,61+
434204325,79883,David Guetta , Dangerous,61+
434151157,515429,Kanye West , Can't Tell Me Nothing,61+
433716618,352861,Katy Perry , Part Of Me,46-60
433686791,243638,Norah Jones , Don't Know Why,0-18
433492109,249884,NEIKED , Better Days,46-60
433422378,171529,Nicki Minaj , Anaconda,31-45
433213096,218559,Michael Jackson , Don't Stop 'Til You Get Enough,61+
433195794,246065,Galantis , Heartbreak Anthem,31-45
433184478,133193,Maren Morris , The Bones,19-30
432948615,447372,Tame Impala , Let It Happen,46-60
432608283,94816,Post Malone , Enemies,61+
432415447,265490,NLE Choppa , Shotta Flow,46-60
432367027,106932,SAYGRACE , You Don't Own Me,0-18
432262596,122092,Billie Eilish , xanny,31-45
432197567,295112,Green Day , When I Come Around,19-30
431960364,434927,Bee Gees , More Than A Woman,31-45
431888739,173671,Piso 21 , Te Amo,19-30
431730821,413119,Travis Scott , 90210,61+
431685598,530693,Kanye West , Violent Crimes,31-45
431615430,124713,Juice WRLD , Smile,19-30
431575326,276159,Tory Lanez , Say It,0-18
431546734,299968,Bad Bunny , Un Ratito,19-30
431531300,330211,Limp Bizkit , Rollin' (Air Raid Vehicle),46-60
431363093,233901,Rihanna , What's My Name?,0-18
431005367,1039501,Benson Boone , In The Stars,19-30
430836677,197178,Kid Rock , All Summer Long,61+
430832064,265220,Vegedream , Ramenez la coupe à la maison,31-45
430787787,120954,6LACK , PRBLMS,31-45
430691356,446369.5627,Various Artists ,,0-18
430624452,551352,Frank Ocean , Novacane,61+
430551039,403046,Soda Stereo , De Música Ligera,61+
430194581,20513,Chris Rea , Driving Home for Christmas,19-30
429855775,315258,Christian Nodal , De Los Besos Que Te Di,46-60
429692814,257055,Luniz , I Got 5 On It,19-30
429663093,187507,Jordin Sparks , No Air,0-18
429540438,124666,Olivia O'Brien , hate u love u,31-45
429430427,836908,The Weeknd , Is There Someone Else?,19-30
428906155,309741,Billie Eilish , Happier Than Ever,31-45
428841156,252216,Nelly , Just A Dream,61+
428799707,306052,Backstreet Boys , Everybody (Backstreet's Back),0-18
428789477,224909,Savage Garden , Truly Madly Deeply,61+
428760662,155481,Post Malone , Saint-Tropez,19-30
428638120,426533,Troye Sivan , Angel Baby,61+
428545639,325330,Steve Miller Band , The Joker,0-18
428325656,140322,Jess Glynne , I'll Be There,19-30
428116332,294809,Duki , She Don't Give a Fo,31-45
428054272,268201,Ariana Grande , motive,0-18
427652176,168305,2 Chainz , We Own It (Fast & Furious),0-18
427414466,28293,David Guetta , Bang My Head,46-60
427324091,612869,Tego Calderón , Pa' Que Retozen,46-60
427268683,201361,Destiny's Child , Survivor,31-45
427221392,523632,Bad Bunny , Un Coco,46-60
426435912,211421,Paramore , Ain't It Fun,46-60
426433726,212770,Eric Clapton , Wonderful Tonight,61+
426296050,218025,Baby Bash , Suga Suga,61+
426111586,374514,Declan McKenna , Brazil,19-30
426044966,163241,Miley Cyrus , When I Look At You,19-30
426037992,321547,Selena Gomez & The Scene , Who Says,0-18
425868506,219221,Tame Impala , Feels Like We Only Go Backwards,31-45
425679760,131429,Lil Uzi Vert , Erase Your Social,61+
425597922,637487,Cigarettes After Sex , K.,46-60
425342596,228532,Sufjan Stevens , Mystery of Love,0-18
425199678,280462,Jubël , Dancing In The Moonlight,46-60
425105458,892458,Quevedo , PUNTO G,46-60
424826415,390854,A$AP Rocky , Sundress,46-60
424012829,161445,Trippie Redd , Dark Knight Dummo (Feat. Travis Scott),46-60
423794464,102595,Jeremih , Planez,31-45
423684955,161107,Ed Sheeran , Afterglow,46-60
423657510,554190,Aqua , Barbie Girl,31-45
423391064,228176,"Grover Washington, Jr. ", Just the Two of Us,31-45
423146613,79044,Daya , Hide Away,19-30
423027138,88045,Trey Songz , Slow Motion,61+
422542619,291284,Eric Carmen , Hungry Eyes,19-30
422478233,1023878,INTERWORLD , METAMORPHOSIS,61+
422463454,439791,50 Cent , Many Men (Wish Death),31-45
422209553,316568,Calibre 50 , Si Te Pudiera Mentir,19-30
422155141,234020,Juice WRLD , Hide,61+
422138844,762318,Ghost , Mary On A Cross,0-18
422104548,206662,Red Hot Chili Peppers , Dark Necessities,61+
421927107,247691,Hozier , Someone New,0-18
421903558,304237,Cochise , Tell Em,61+
421887222,70944,Lil Skies , Red Roses,46-60
421810915,70396,French Montana , No Stylist,31-45
421571732,88727,Liam Payne , For You (Fifty Shades Freed) (& Rita Ora),46-60
421564231,409712,The Living Tombstone , My Ordinary Life,31-45
421537719,128208,ROSALÍA , TKN,61+
421517147,288172,Chuck Berry , Johnny B. Goode,46-60
421444738,221320,Ozuna , Baila Baila Baila,19-30
421426314,188071,Bob Marley & The Wailers , Buffalo Soldier,19-30
421196071,281717,Four Tops ," I Can't Help Myself (Sugar Pie, Honey Bunch)",31-45
420435755,206605,Myke Towers , Diosa,46-60
420067342,228331,Weezer , Say It Ain't So,0-18
420023251,259784,Billy Joel , We Didn't Start the Fire,19-30
419994002,235096,Etta James , At Last,46-60
419957953,147905,BTS , Black Swan,31-45
419871300,189883,SZA , The Weekend,46-60
419784574,272342,Christian Nodal , No Te Contaron Mal,46-60
419625555,256848,Red Hot Chili Peppers , By the Way,61+
419536492,329455,Katy Perry , Harleys In Hawaii,31-45
419535814,533157,Daddy Yankee ," Lo Que Pasó, Pasó",31-45
419293950,142878,24kGoldn , VALENTINO,31-45
419258129,151769,Yann Tiersen ," Comptine d'un autre été, l'après-midi",61+
419222594,230016,Drake , From Time,19-30
419162075,293913,Drowning Pool , Bodies,61+
419102957,163444,Daddy Yankee , Vuelve,0-18
418678387,359749,Coyote Theory , This Side of Paradise,19-30
418601198,264359,The Red Jumpsuit Apparatus , Face Down,46-60
418443950,199779,TWICE , FANCY,31-45
418404292,710132,TV Girl , Not Allowed,31-45
418398488,320848,Eslabon Armado , Jugaste y Sufrí,19-30
417933341,243638,Black Sabbath , Iron Man,0-18
417922272,91054,Lizzo , Good as Hell,61+
417920650,1149149,Grupo Frontera , QUE VUELVAS,0-18
417875043,312824,Talking Heads , Psycho Killer,31-45
417872658,255171,Blind Melon , No Rain,19-30
417853989,117367,BTS , ON,46-60
417782393,242795,Keane , Everybody's Changing,19-30
417664030,283994,Peter Bjorn and John , Young Folks,46-60
417620847,265277,Frankie Valli & The Four Seasons ," December, 1963 (Oh What a Night!)",0-18
417589536,200769,Prince , Purple Rain,0-18
417575824,217750,Hillsong UNITED , Oceans (Where Feet May Fail),0-18
417574810,297456,Belinda Carlisle , Heaven Is A Place On Earth,0-18
417520520,345334,$uicideboy$ , Paris,19-30
417096478,43730,Robin Schulz , Shed a Light,46-60
417036916,208395,Måneskin , ZITTI E BUONI,46-60
416955755,266892,KISS , Rock And Roll All Nite,0-18
416881178,192209,KAROL G , Créeme,31-45
416787209,149560,BTS , IDOL,46-60
416346746,123236,Aya Nakamura , Djadja,46-60
416151899,163836,Michael Jackson , Man in the Mirror,31-45
416055690,224555,Bob Marley & The Wailers , One Love / People Get Ready,46-60
416022249,172551,Fergie , Fergalicious,0-18
415999007,207851,PSY , Gangnam Style (�?�?��?��??일),46-60
415934174,83162,Jess Glynne , Hold My Hand,31-45
415896542,140258,Kanye West , Waves,31-45
415738163,339340,Mon Laferte , Tu Falta De Querer,46-60
415473152,204886,Sublime , What I Got,19-30
415192269,204567,Fall Out Boy , Immortals,61+
415093296,217182,flora cash , You're Somebody Else,46-60
415076927,240188,Alien Ant Farm , Smooth Criminal,46-60
414949190,286237,Linkin Park , BURN IT DOWN,46-60
414922295,204302,Mother Mother , Hayloft,61+
414909940,184793,Jason Aldean , You Make It Easy,19-30
414692864,166403,Rich Music LTD , Quizas,46-60
414302277,180443,Bella Poarch , Build a Bitch,31-45
414118515,199293,Ellie Goulding , How Long Will I Love You,0-18
414108641,330372,Chris Brown , Forever,46-60
414103477,252855,Tina Turner , What's Love Got to Do with It,46-60
413998180,120244,Meghan Trainor , Lips Are Movin,19-30
413816422,259236,Unknown , Young Folks,61+
413798990,225524,Alex Rose , Toda,19-30
413772424,186334,Shouse , Love Tonight (Edit),0-18
413758052,234442,girl in red , i wanna be your girlfriend,0-18
413683870,367386,System Of A Down , Aerials,61+
413620940,172509,Red Velvet , Psycho,0-18
413396254,214336,Rusted Root , Send Me On My Way,19-30
413389811,158724,Lou Reed , Walk On the Wild Side,19-30
413110054,224421,Billie Eilish , hostage,19-30
413008453,59024,Major Lazer , Know No Better,31-45
412699528,77591,Maroon 5 , Wait,46-60
412538765,945161,Morgan Wallen , You Proof,19-30
412525633,207167,Alex Rose , Toda Remix,0-18
412194014,224297,Haley Reinhart , Can't Help Falling in Love,19-30
412149760,107200,Lele Pons , Se Te Nota,61+
411998758,107395,Sech , Que Mas Pues,31-45
411997422,156010,Sara Bareilles , Love Song,31-45
411942675,169988,Florida Georgia Line , Cruise,0-18
411896065,179339,Amy Winehouse , You Know I'm No Good,0-18
411894464,219967,Elvis Presley , Jailhouse Rock,19-30
411826671,120413,5 Seconds of Summer , Amnesia,19-30
411798125,74455,DaBaby , VIBEZ,46-60
411694573,195867,Bruce Springsteen , Born in the U.S.A.,31-45
411684740,1523488,Sabrina Carpenter , Nonsense,19-30
411499401,102165,Christina Perri , human,61+
411379159,299359,Tiago PZK , Entre Nosotros,61+
410983049,757161,Fuerza Regida , Bebe Dame,46-60
410921723,122799,Bad Bunny , Estamos Bien,19-30
410735006,255534,Young Money , Trophies,0-18
410698274,86759,Megan Thee Stallion , Savage Remix,0-18
410642193,246797,Alicia Keys , Fallin',31-45
410530081,183181,Ski Mask The Slump God , Nuketown,0-18
410523123,209291,Fountains Of Wayne , Stacy's Mom,31-45
410433126,193489,Billie Eilish , my future,61+
410263339,226400,The Supremes , You Can't Hurry Love,31-45
410157528,104364,Migos , Narcos,31-45
409935379,560100,Imanbek , Belly Dancer,19-30
409923638,127342,Machine Gun Kelly , Home,19-30
409846971,176534,Eric Clapton , Cocaine,31-45
409785619,199539,Jaymes Young , Happiest Year,46-60
409498290,368662,Pablo Alborán , Saturno,0-18
409320698,239961,The Turtles , Happy Together,61+
409216589,244323,Carly Simon , You're So Vain,61+
408926729,128229,Kendrick Lamar , ELEMENT.,61+
408886644,84976,Florida Georgia Line , H.O.L.Y.,0-18
408793436,234617,Los Ángeles Azules , Nunca Es Suficiente,19-30
408664135,80996,Post Malone , Ball For Me,61+
408435943,110911,Bon Iver , Holocene,19-30
408391391,415435,Billy Joel , Vienna,61+
408136861,265211,Fools Garden , Lemon Tree,19-30
408004622,92515,Drake , I'm Upset,61+
407796176,293378,Kid Cudi , Mr. Rager,19-30
407781040,77095,Lil Uzi Vert , You Was Right,19-30
407713252,106324,Tiësto , Ritual,19-30
407626576,456458,DVRST , Close Eyes,46-60
407578853,293871,Kanye West , Ghost Town,61+
407564266,134518,The Strumbellas , Spirits,46-60
407512062,312763,Michael Jackson , Rock with You,46-60
406946873,396502,Beach Bunny , Prom Queen,0-18
406819383,184764,Mac Miller , Good News,46-60
406756418,111222,Shakira , Perro Fiel,31-45
406722746,252170,Vampire Weekend , A-Punk,61+
406646371,304263,Romeo Santos , Imitadora,0-18
406595672,68911,Alessia Cara , Wild Things,0-18
406581258,287267,David Bowie , Starman,46-60
406542386,89437,Daddy Yankee , Adictiva,0-18
406329045,161711,Jennifer Lopez , On The Floor,0-18
406230853,172818,Clairo , Pretty Girl,61+
406137089,317744,Two Feet , I Feel Like I'm Drowning,46-60
405879519,309985,Aventura , Obsesion,31-45
405688784,182599,Unknown , Layla,31-45
405544277,27698,The Ronettes , Sleigh Ride,61+
405517140,279449,Shakira , La Tortura,61+
405309299,360622,Kylie Minogue , Can't Get You out of My Head,19-30
405272435,311794,The Police , Message In A Bottle,46-60
405108107,85266,Megan Thee Stallion , Savage,31-45
405074452,246364,Ryan Castro , Jordan,46-60
404998805,481621,Shakira , Monotonía,0-18
404947554,289077,Ricky Montgomery , Mr. Loverman,46-60
404841038,302208,Linkin Park , Papercut,19-30
404761774,162690,Nathan Evans , Wellerman,19-30
404424985,16436,Paul McCartney , Wonderful Christmastime,61+
404358754,357050,Juice WRLD , Let Me Know (I Wonder Why Freestyle),61+
404327046,211487,Elvis Presley , Suspicious Minds,46-60
404300468,312787,Pitbull , International Love,0-18
404156973,1026297,Taylor Swift , You Belong With Me (Taylor�??s Version),31-45
404112301,111470,Sebastian Yatra , Ya No Tiene Novio,19-30
403981931,156543,Rauw Alejandro , Elegí,46-60
403699127,211742,Bill Medley , (I've Had) The Time Of My Life,19-30
403664178,126189,FINNEAS , Let's Fall in Love for the Night,31-45
403285751,200677,Queen , Love Of My Life,19-30
403269547,227758,OneRepublic , I Lived,61+
402915457,136701,The 1975 , Chocolate,46-60
402870069,342885,Michael Bublé , Feeling Good,31-45
402822927,49736,NEIKED , Sexual,61+
402727786,177103,Ronan Keating , When You Say Nothing At All,19-30
402697235,58421,Katy Perry , Swish Swish,46-60
402583146,201550,Blessd , Medallo,19-30
402496969,107263,Childish Gambino , Sober,46-60
402471710,257504,Jeremih , Birthday Sex,19-30
402264726,255049,David Guetta , Without You,46-60
402258929,298259,Korn , Freak On a Leash,31-45
402221597,321415,Mora , 512,61+
401834967,51960,Kent Jones , Don't Mind,19-30
401808044,429193,Brent Faiyaz , Trust,46-60
401798025,362347,Travis Scott , 5% TINT,31-45
401696171,455876,Ariana Grande , Everyday,46-60
401649801,228547,Motörhead , Ace of Spades,61+
401541824,174084,Andra Day , Rise Up,46-60
401502243,134578,Martin Garrix , High On Life,31-45
401447208,226752,The Lumineers , Sleep On The Floor,0-18
401411543,348946,Taylor Swift , End Game,0-18
401305056,301559,David Guetta , When Love Takes Over,61+
401159753,201943,Kendrick Lamar , Swimming Pools (Drank),19-30
401026249,380527,Morgan Wallen , More Than My Hometown,19-30
400879781,306765,León Larregui , Brillas,31-45
400870936,372150,Black Eyed Peas , Just Can�??t Get Enough,61+
400865283,102604,P!nk , Walk Me Home,61+
400562898,48130,Cardi B , Bartier Cardi,46-60
400302138,229864,Alejandro Sanz , Corazón partío,46-60
400095404,379962,Cults , Always Forever,31-45
400035026,106659,J Balvin , Sigo Extrañándote,31-45
399745186,247927,Lynyrd Skynyrd , Simple Man,31-45
399549516,250073,Richard Marx , Right Here Waiting,46-60
399218096,617797,The Neighbourhood , You Get Me So High,46-60
398936748,370661,Clairo , Bubble Gum,0-18
398725594,1250615,Bing Crosby , White Christmas,19-30
398310263,339498,Shaggy , Angel,31-45
